,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
EFNB1_EPHA4_1,efnb1 - epha4a,EPHB,efnb1,epha4a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHA4_2,efnb1 - epha4l,EPHB,efnb1,epha4l,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHB1,efnb1 - ephb1,EPHB,efnb1,ephb1,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHB2_1,efnb1 - ephb2b,EPHB,efnb1,ephb2b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHB2_2,efnb1 - ephb2a,EPHB,efnb1,ephb2a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHB3,efnb1 - ephb3a,EPHB,efnb1,ephb3a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB1_EPHB4,efnb1 - ephb4b,EPHB,efnb1,ephb4b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHA4_1,efnb2b - epha4a,EPHB,efnb2b,epha4a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHA4_2,efnb2b - epha4l,EPHB,efnb2b,epha4l,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHA4_3,efnb2a - epha4a,EPHB,efnb2a,epha4a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHA4_4,efnb2a - epha4l,EPHB,efnb2a,epha4l,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB1_1,efnb2b - ephb1,EPHB,efnb2b,ephb1,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB1_2,efnb2a - ephb1,EPHB,efnb2a,ephb1,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB2_1,efnb2b - ephb2b,EPHB,efnb2b,ephb2b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB2_2,efnb2b - ephb2a,EPHB,efnb2b,ephb2a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB2_3,efnb2a - ephb2b,EPHB,efnb2a,ephb2b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB2_4,efnb2a - ephb2a,EPHB,efnb2a,ephb2a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB3_1,efnb2b - ephb3a,EPHB,efnb2b,ephb3a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB3_2,efnb2a - ephb3a,EPHB,efnb2a,ephb3a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB4_1,efnb2b - ephb4b,EPHB,efnb2b,ephb4b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB2_EPHB4_2,efnb2a - ephb4b,EPHB,efnb2a,ephb4b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHA4_1,efnb3a - epha4a,EPHB,efnb3a,epha4a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHA4_2,efnb3a - epha4l,EPHB,efnb3a,epha4l,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHA4_3,efnb3b - epha4a,EPHB,efnb3b,epha4a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHA4_4,efnb3b - epha4l,EPHB,efnb3b,epha4l,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB1_1,efnb3a - ephb1,EPHB,efnb3a,ephb1,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB1_2,efnb3b - ephb1,EPHB,efnb3b,ephb1,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB2_1,efnb3a - ephb2b,EPHB,efnb3a,ephb2b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB2_2,efnb3a - ephb2a,EPHB,efnb3a,ephb2a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB2_3,efnb3b - ephb2b,EPHB,efnb3b,ephb2b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB2_4,efnb3b - ephb2a,EPHB,efnb3b,ephb2a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB3_1,efnb3a - ephb3a,EPHB,efnb3a,ephb3a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB3_2,efnb3b - ephb3a,EPHB,efnb3b,ephb3a,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB4_1,efnb3a - ephb4b,EPHB,efnb3a,ephb4b,,,,,PMID: 15114347,Cell-Cell Contact
EFNB3_EPHB4_2,efnb3b - ephb4b,EPHB,efnb3b,ephb4b,,,,,PMID: 15114347,Cell-Cell Contact
ESAM_ESAM_1,esamb - esamb,ESAM,esamb,esamb,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_2,esamb - gpa33a,ESAM,esamb,gpa33a,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_3,esamb - esama,ESAM,esamb,esama,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_4,gpa33a - esamb,ESAM,gpa33a,esamb,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_5,gpa33a - gpa33a,ESAM,gpa33a,gpa33a,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_6,gpa33a - esama,ESAM,gpa33a,esama,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_7,esama - esamb,ESAM,esama,esamb,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_8,esama - gpa33a,ESAM,esama,gpa33a,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
ESAM_ESAM_9,esama - esama,ESAM,esama,esama,,,,,KEGG: mmu04514; PMID: 11279107,Cell-Cell Contact
JAM2_JAM3_1,jam2b - jam3a,JAM,jam2b,jam3a,,,,,PMC1237098;  PMID: 11590146,Cell-Cell Contact
JAM2_JAM3_2,jam2b - jam3b,JAM,jam2b,jam3b,,,,,PMC1237098;  PMID: 11590146,Cell-Cell Contact
JAM2_JAM3_3,jam2a - jam3a,JAM,jam2a,jam3a,,,,,PMC1237098;  PMID: 11590146,Cell-Cell Contact
JAM2_JAM3_4,jam2a - jam3b,JAM,jam2a,jam3b,,,,,PMC1237098;  PMID: 11590146,Cell-Cell Contact
F11R_F11R_1,f11r.2 - f11r.2,JAM,f11r.2,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_F11R_2,f11r.2 - f11r.1,JAM,f11r.2,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_F11R_3,f11r.1 - f11r.2,JAM,f11r.1,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_F11R_4,f11r.1 - f11r.1,JAM,f11r.1,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM2_1,f11r.2 - jam2b,JAM,f11r.2,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM2_2,f11r.2 - jam2a,JAM,f11r.2,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM2_3,f11r.1 - jam2b,JAM,f11r.1,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM2_4,f11r.1 - jam2a,JAM,f11r.1,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM3_1,f11r.2 - jam3a,JAM,f11r.2,jam3a,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM3_2,f11r.2 - jam3b,JAM,f11r.2,jam3b,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM3_3,f11r.1 - jam3a,JAM,f11r.1,jam3a,,,,,KEGG: mmu04514,Cell-Cell Contact
F11R_JAM3_4,f11r.1 - jam3b,JAM,f11r.1,jam3b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_F11R_1,jam2b - f11r.2,JAM,jam2b,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_F11R_2,jam2b - f11r.1,JAM,jam2b,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_F11R_3,jam2a - f11r.2,JAM,jam2a,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_F11R_4,jam2a - f11r.1,JAM,jam2a,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_JAM2_1,jam2b - jam2b,JAM,jam2b,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_JAM2_2,jam2b - jam2a,JAM,jam2b,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_JAM2_3,jam2a - jam2b,JAM,jam2a,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM2_JAM2_4,jam2a - jam2a,JAM,jam2a,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_F11R_1,jam3a - f11r.2,JAM,jam3a,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_F11R_2,jam3a - f11r.1,JAM,jam3a,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_F11R_3,jam3b - f11r.2,JAM,jam3b,f11r.2,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_F11R_4,jam3b - f11r.1,JAM,jam3b,f11r.1,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM2_1,jam3a - jam2b,JAM,jam3a,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM2_2,jam3a - jam2a,JAM,jam3a,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM2_3,jam3b - jam2b,JAM,jam3b,jam2b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM2_4,jam3b - jam2a,JAM,jam3b,jam2a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM3_1,jam3a - jam3a,JAM,jam3a,jam3a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM3_2,jam3a - jam3b,JAM,jam3a,jam3b,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM3_3,jam3b - jam3a,JAM,jam3b,jam3a,,,,,KEGG: mmu04514,Cell-Cell Contact
JAM3_JAM3_4,jam3b - jam3b,JAM,jam3b,jam3b,,,,,KEGG: mmu04514,Cell-Cell Contact
L1CAM_L1CAM,l1cama - l1cama,L1CAM,l1cama,l1cama,,,,,PMID: 18701456,Cell-Cell Contact
MAG_MAG,mag - mag,MAG,mag,mag,,,,,KEGG: mmu04514,Cell-Cell Contact
MPZ_MPZL1,mpz - mpzl1l,MPZ,mpz,mpzl1l,,,,,KEGG: mmu04514,Cell-Cell Contact
MPZ_MPZ,mpz - mpz,MPZ,mpz,mpz,,,,,KEGG: mmu04514,Cell-Cell Contact
MPZL1_MPZL1,mpzl1l - mpzl1l,MPZ,mpzl1l,mpzl1l,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_FGFR1_1,ncam1a - fgfr1a,NCAM,ncam1a,fgfr1a,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_FGFR1_2,ncam1a - fgfr1bl,NCAM,ncam1a,fgfr1bl,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_FGFR1_3,ncam1a - fgfr1b,NCAM,ncam1a,fgfr1b,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_FGFR1_4,ncam1b - fgfr1a,NCAM,ncam1b,fgfr1a,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_FGFR1_5,ncam1b - fgfr1bl,NCAM,ncam1b,fgfr1bl,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_FGFR1_6,ncam1b - fgfr1b,NCAM,ncam1b,fgfr1b,,,,,PMID: 12791257,Cell-Cell Contact
NCAM1_NCAM1_1,ncam1a - ncam1a,NCAM,ncam1a,ncam1a,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM1_2,ncam1a - ncam1b,NCAM,ncam1a,ncam1b,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM1_3,ncam1b - ncam1a,NCAM,ncam1b,ncam1a,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM1_4,ncam1b - ncam1b,NCAM,ncam1b,ncam1b,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM2_1,ncam1a - ncam2,NCAM,ncam1a,ncam2,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM2_2,ncam1a - zgc:152904,NCAM,ncam1a,zgc:152904,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM2_3,ncam1b - ncam2,NCAM,ncam1b,ncam2,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_NCAM2_4,ncam1b - zgc:152904,NCAM,ncam1b,zgc:152904,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_L1CAM_1,ncam1a - l1cama,NCAM,ncam1a,l1cama,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM1_L1CAM_2,ncam1b - l1cama,NCAM,ncam1b,l1cama,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM2_L1CAM_3,ncam2 - l1cama,NCAM,ncam2,l1cama,,,,,KEGG: mmu04514,Cell-Cell Contact
NCAM2_L1CAM_4,zgc:152904 - l1cama,NCAM,zgc:152904,l1cama,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN1_CADM3_1,nectin1b - cadm3,NECTIN,nectin1b,cadm3,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_CADM3_2,nectin1a - cadm3,NECTIN,nectin1a,cadm3,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_CD96_1,nectin1b - si:ch1073-15f19.2,NECTIN,nectin1b,si:ch1073-15f19.2,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_CD96_2,nectin1a - si:ch1073-15f19.2,NECTIN,nectin1a,si:ch1073-15f19.2,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_NECTIN4_1,nectin1b - nectin4a,NECTIN,nectin1b,nectin4a,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_NECTIN4_2,nectin1b - nectin4b,NECTIN,nectin1b,nectin4b,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_NECTIN4_3,nectin1a - nectin4a,NECTIN,nectin1a,nectin4a,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN1_NECTIN4_4,nectin1a - nectin4b,NECTIN,nectin1a,nectin4b,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN1_1,nectin3b - nectin1b,NECTIN,nectin3b,nectin1b,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN1_2,nectin3b - nectin1a,NECTIN,nectin3b,nectin1a,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN2_1,nectin3b - pvrl2l,NECTIN,nectin3b,pvrl2l,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN2_2,nectin3b - zgc:113337,NECTIN,nectin3b,zgc:113337,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN2_3,nectin3b - si:ch73-22o12.1,NECTIN,nectin3b,si:ch73-22o12.1,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN2_4,nectin3b - zgc:172122,NECTIN,nectin3b,zgc:172122,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_NECTIN2_5,nectin3b - sc:d189,NECTIN,nectin3b,sc:d189,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_1,nectin3b - pvrl2l,NECTIN,nectin3b,pvrl2l,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_2,nectin3b - si:ch211-222f23.6,NECTIN,nectin3b,si:ch211-222f23.6,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_3,nectin3b - si:ch211-214p13.3,NECTIN,nectin3b,si:ch211-214p13.3,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_4,nectin3b - zgc:113337,NECTIN,nectin3b,zgc:113337,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_5,nectin3b - si:ch211-141e20.2,NECTIN,nectin3b,si:ch211-141e20.2,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_6,nectin3b - si:ch73-22o12.1,NECTIN,nectin3b,si:ch73-22o12.1,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_7,nectin3b - zgc:172122,NECTIN,nectin3b,zgc:172122,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_PVR_8,nectin3b - sc:d189,NECTIN,nectin3b,sc:d189,,,,,PMID: 23027581,Cell-Cell Contact
NECTIN3_TIGIT_1,nectin3b - pvrl2l,NECTIN,nectin3b,pvrl2l,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_2,nectin3b - si:ch211-222f23.6,NECTIN,nectin3b,si:ch211-222f23.6,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_3,nectin3b - si:ch211-214p13.3,NECTIN,nectin3b,si:ch211-214p13.3,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_4,nectin3b - zgc:113337,NECTIN,nectin3b,zgc:113337,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_5,nectin3b - si:ch211-141e20.2,NECTIN,nectin3b,si:ch211-141e20.2,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_6,nectin3b - si:ch73-22o12.1,NECTIN,nectin3b,si:ch73-22o12.1,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_7,nectin3b - zgc:172122,NECTIN,nectin3b,zgc:172122,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN3_TIGIT_8,nectin3b - sc:d189,NECTIN,nectin3b,sc:d189,,,,,KEGG: mmu04514; PMID: 1313846,Cell-Cell Contact
NECTIN2_CD226_1,pvrl2l - cd226,NECTIN,pvrl2l,cd226,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_CD226_2,zgc:113337 - cd226,NECTIN,zgc:113337,cd226,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_CD226_3,si:ch73-22o12.1 - cd226,NECTIN,si:ch73-22o12.1,cd226,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_CD226_4,zgc:172122 - cd226,NECTIN,zgc:172122,cd226,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_CD226_5,sc:d189 - cd226,NECTIN,sc:d189,cd226,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_1,pvrl2l - pvrl2l,NECTIN,pvrl2l,pvrl2l,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_2,pvrl2l - si:ch211-222f23.6,NECTIN,pvrl2l,si:ch211-222f23.6,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_3,pvrl2l - si:ch211-214p13.3,NECTIN,pvrl2l,si:ch211-214p13.3,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_4,pvrl2l - zgc:113337,NECTIN,pvrl2l,zgc:113337,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_5,pvrl2l - si:ch211-141e20.2,NECTIN,pvrl2l,si:ch211-141e20.2,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_6,pvrl2l - si:ch73-22o12.1,NECTIN,pvrl2l,si:ch73-22o12.1,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_7,pvrl2l - zgc:172122,NECTIN,pvrl2l,zgc:172122,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_8,pvrl2l - sc:d189,NECTIN,pvrl2l,sc:d189,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_9,zgc:113337 - pvrl2l,NECTIN,zgc:113337,pvrl2l,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_10,zgc:113337 - si:ch211-222f23.6,NECTIN,zgc:113337,si:ch211-222f23.6,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_11,zgc:113337 - si:ch211-214p13.3,NECTIN,zgc:113337,si:ch211-214p13.3,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_12,zgc:113337 - zgc:113337,NECTIN,zgc:113337,zgc:113337,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_13,zgc:113337 - si:ch211-141e20.2,NECTIN,zgc:113337,si:ch211-141e20.2,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_14,zgc:113337 - si:ch73-22o12.1,NECTIN,zgc:113337,si:ch73-22o12.1,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_15,zgc:113337 - zgc:172122,NECTIN,zgc:113337,zgc:172122,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_16,zgc:113337 - sc:d189,NECTIN,zgc:113337,sc:d189,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_17,si:ch73-22o12.1 - pvrl2l,NECTIN,si:ch73-22o12.1,pvrl2l,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_18,si:ch73-22o12.1 - si:ch211-222f23.6,NECTIN,si:ch73-22o12.1,si:ch211-222f23.6,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_19,si:ch73-22o12.1 - si:ch211-214p13.3,NECTIN,si:ch73-22o12.1,si:ch211-214p13.3,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_20,si:ch73-22o12.1 - zgc:113337,NECTIN,si:ch73-22o12.1,zgc:113337,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_21,si:ch73-22o12.1 - si:ch211-141e20.2,NECTIN,si:ch73-22o12.1,si:ch211-141e20.2,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_22,si:ch73-22o12.1 - si:ch73-22o12.1,NECTIN,si:ch73-22o12.1,si:ch73-22o12.1,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_23,si:ch73-22o12.1 - zgc:172122,NECTIN,si:ch73-22o12.1,zgc:172122,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_24,si:ch73-22o12.1 - sc:d189,NECTIN,si:ch73-22o12.1,sc:d189,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_25,zgc:172122 - pvrl2l,NECTIN,zgc:172122,pvrl2l,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_26,zgc:172122 - si:ch211-222f23.6,NECTIN,zgc:172122,si:ch211-222f23.6,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_27,zgc:172122 - si:ch211-214p13.3,NECTIN,zgc:172122,si:ch211-214p13.3,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_28,zgc:172122 - zgc:113337,NECTIN,zgc:172122,zgc:113337,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_29,zgc:172122 - si:ch211-141e20.2,NECTIN,zgc:172122,si:ch211-141e20.2,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_30,zgc:172122 - si:ch73-22o12.1,NECTIN,zgc:172122,si:ch73-22o12.1,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_31,zgc:172122 - zgc:172122,NECTIN,zgc:172122,zgc:172122,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_32,zgc:172122 - sc:d189,NECTIN,zgc:172122,sc:d189,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_33,sc:d189 - pvrl2l,NECTIN,sc:d189,pvrl2l,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_34,sc:d189 - si:ch211-222f23.6,NECTIN,sc:d189,si:ch211-222f23.6,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_35,sc:d189 - si:ch211-214p13.3,NECTIN,sc:d189,si:ch211-214p13.3,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_36,sc:d189 - zgc:113337,NECTIN,sc:d189,zgc:113337,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_37,sc:d189 - si:ch211-141e20.2,NECTIN,sc:d189,si:ch211-141e20.2,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_38,sc:d189 - si:ch73-22o12.1,NECTIN,sc:d189,si:ch73-22o12.1,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_39,sc:d189 - zgc:172122,NECTIN,sc:d189,zgc:172122,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN2_TIGIT_40,sc:d189 - sc:d189,NECTIN,sc:d189,sc:d189,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN1_NECTIN3_1,nectin1b - nectin3b,NECTIN,nectin1b,nectin3b,,,,,KEGG: mmu04514,Cell-Cell Contact
NECTIN1_NECTIN3_2,nectin1a - nectin3b,NECTIN,nectin1a,nectin3b,,,,,KEGG: mmu04514,Cell-Cell Contact
NEGR1_NEGR1,negr1 - negr1,NEGR,negr1,negr1,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4C_NTNG1_1,lrrc4cb - vav3b,NGL,lrrc4cb,vav3b,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4C_NTNG1_2,lrrc4cb - ntng1a,NGL,lrrc4cb,ntng1a,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4C_NTNG1_3,lrrc4ca - vav3b,NGL,lrrc4ca,vav3b,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4C_NTNG1_4,lrrc4ca - ntng1a,NGL,lrrc4ca,ntng1a,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4_NTNG2_1,lrrc4.2 - ntng2a,NGL,lrrc4.2,ntng2a,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4_NTNG2_2,lrrc4.2 - ntng2b,NGL,lrrc4.2,ntng2b,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4_NTNG2_3,lrrc4.1 - ntng2a,NGL,lrrc4.1,ntng2a,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4_NTNG2_4,lrrc4.1 - ntng2b,NGL,lrrc4.1,ntng2b,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4B_PTPRF_1,lrrc4bb - ptprfb,NGL,lrrc4bb,ptprfb,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4B_PTPRF_2,lrrc4bb - ptprfa,NGL,lrrc4bb,ptprfa,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4B_PTPRF_3,lrrc4ba - ptprfb,NGL,lrrc4ba,ptprfb,,,,,KEGG: mmu04514,Cell-Cell Contact
LRRC4B_PTPRF_4,lrrc4ba - ptprfa,NGL,lrrc4ba,ptprfa,,,,,KEGG: mmu04514,Cell-Cell Contact
DLL1_NOTCH1_1,dla - notch1b,NOTCH,dla,notch1b,,,,,PMID: 22353464,Cell-Cell Contact
