,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation
WNT9A_FZD1_LRP6,Wnt9a  - (Fzd1+Lrp6),WNT,Wnt9a,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD10_LRP6,Wnt9a  - (Fzd10+Lrp6),WNT,Wnt9a,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD2_LRP6,Wnt9a  - (Fzd2+Lrp6),WNT,Wnt9a,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD3_LRP6,Wnt9a  - (Fzd3+Lrp6),WNT,Wnt9a,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD4_LRP6,Wnt9a  - (Fzd4+Lrp6),WNT,Wnt9a,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD5_LRP6,Wnt9a  - (Fzd5+Lrp6),WNT,Wnt9a,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD6_LRP6,Wnt9a  - (Fzd6+Lrp6),WNT,Wnt9a,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD7_LRP6,Wnt9a  - (Fzd7+Lrp6),WNT,Wnt9a,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD8_LRP6,Wnt9a  - (Fzd8+Lrp6),WNT,Wnt9a,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9A_FZD9_LRP6,Wnt9a  - (Fzd9+Lrp6),WNT,Wnt9a,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD1_LRP6,Wnt9b  - (Fzd1+Lrp6),WNT,Wnt9b,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD10_LRP6,Wnt9b  - (Fzd10+Lrp6),WNT,Wnt9b,FZD10_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD2_LRP6,Wnt9b  - (Fzd2+Lrp6),WNT,Wnt9b,FZD2_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD3_LRP6,Wnt9b  - (Fzd3+Lrp6),WNT,Wnt9b,FZD3_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD4_LRP6,Wnt9b  - (Fzd4+Lrp6),WNT,Wnt9b,FZD4_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD5_LRP6,Wnt9b  - (Fzd5+Lrp6),WNT,Wnt9b,FZD5_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD6_LRP6,Wnt9b  - (Fzd6+Lrp6),WNT,Wnt9b,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD7_LRP6,Wnt9b  - (Fzd7+Lrp6),WNT,Wnt9b,FZD7_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD8_LRP6,Wnt9b  - (Fzd8+Lrp6),WNT,Wnt9b,FZD8_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT9B_FZD9_LRP6,Wnt9b  - (Fzd9+Lrp6),WNT,Wnt9b,FZD9_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,KEGG: mmu04310; PMID: 23209147,Secreted Signaling
WNT5A_FZD1,Wnt5a  - Fzd1,ncWNT,Wnt5a,Fzd1,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD10,Wnt5a  - Fzd10,ncWNT,Wnt5a,Fzd10,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD2,Wnt5a  - Fzd2,ncWNT,Wnt5a,Fzd2,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD3,Wnt5a  - Fzd3,ncWNT,Wnt5a,Fzd3,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD4,Wnt5a  - Fzd4,ncWNT,Wnt5a,Fzd4,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD5,Wnt5a  - Fzd5,ncWNT,Wnt5a,Fzd5,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD6,Wnt5a  - Fzd6,ncWNT,Wnt5a,Fzd6,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD7,Wnt5a  - Fzd7,ncWNT,Wnt5a,Fzd7,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD8,Wnt5a  - Fzd8,ncWNT,Wnt5a,Fzd8,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_FZD9,Wnt5a  - Fzd9,ncWNT,Wnt5a,Fzd9,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5A_MCAM,Wnt5a  - Mcam,ncWNT,Wnt5a,Mcam,,,,,PMID: 24335906,Secreted Signaling
WNT5B_FZD1,Wnt5b  - Fzd1,ncWNT,Wnt5b,Fzd1,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD10,Wnt5b  - Fzd10,ncWNT,Wnt5b,Fzd10,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD2,Wnt5b  - Fzd2,ncWNT,Wnt5b,Fzd2,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD3,Wnt5b  - Fzd3,ncWNT,Wnt5b,Fzd3,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD4,Wnt5b  - Fzd4,ncWNT,Wnt5b,Fzd4,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD5,Wnt5b  - Fzd5,ncWNT,Wnt5b,Fzd5,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD6,Wnt5b  - Fzd6,ncWNT,Wnt5b,Fzd6,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD7,Wnt5b  - Fzd7,ncWNT,Wnt5b,Fzd7,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD8,Wnt5b  - Fzd8,ncWNT,Wnt5b,Fzd8,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT5B_FZD9,Wnt5b  - Fzd9,ncWNT,Wnt5b,Fzd9,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD1,Wnt11  - Fzd1,ncWNT,Wnt11,Fzd1,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD10,Wnt11  - Fzd10,ncWNT,Wnt11,Fzd10,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD2,Wnt11  - Fzd2,ncWNT,Wnt11,Fzd2,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD3,Wnt11  - Fzd3,ncWNT,Wnt11,Fzd3,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD4,Wnt11  - Fzd4,ncWNT,Wnt11,Fzd4,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD5,Wnt11  - Fzd5,ncWNT,Wnt11,Fzd5,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD6,Wnt11  - Fzd6,ncWNT,Wnt11,Fzd6,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD7,Wnt11  - Fzd7,ncWNT,Wnt11,Fzd7,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD8,Wnt11  - Fzd8,ncWNT,Wnt11,Fzd8,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
WNT11_FZD9,Wnt11  - Fzd9,ncWNT,Wnt11,Fzd9,,,ncWNT activation receptor,,KEGG: mmu04310,Secreted Signaling
EGF_EGFR,Egf  - Egfr,EGF,Egf,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
EGF_EGFR_ERBB2,Egf  - (Egfr+Erbb2),EGF,Egf,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
TGFA_EGFR,Tgfa  - Egfr,EGF,Tgfa,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
TGFA_EGFR_ERBB2,Tgfa  - (Egfr+Erbb2),EGF,Tgfa,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
AREG_EGFR,Areg  - Egfr,EGF,Areg,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
AREG_EGFR_ERBB2,Areg  - (Egfr+Erbb2),EGF,Areg,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
BTC_EGFR,Btc  - Egfr,EGF,Btc,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
BTC_EGFR_ERBB2,Btc  - (Egfr+Erbb2),EGF,Btc,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
BTC_ERBB4,Btc  - Erbb4,EGF,Btc,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
BTC_ERBB2_ERBB4,Btc  - (Erbb2+Erbb4),EGF,Btc,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
HBEGF_EGFR,Hbegf  - Egfr,EGF,Hbegf,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
HBEGF_EGFR_ERBB2,Hbegf  - (Egfr+Erbb2),EGF,Hbegf,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
HBEGF_ERBB4,Hbegf  - Erbb4,EGF,Hbegf,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
HBEGF_ERBB2_ERBB4,Hbegf  - (Erbb2+Erbb4),EGF,Hbegf,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
EREG_EGFR,Ereg  - Egfr,EGF,Ereg,Egfr,,,,,KEGG: mmu04012,Secreted Signaling
EREG_EGFR_ERBB2,Ereg  - (Egfr+Erbb2),EGF,Ereg,EGFR_ERBB2,,,,,KEGG: mmu04012,Secreted Signaling
EREG_ERBB4,Ereg  - Erbb4,EGF,Ereg,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
EREG_ERBB2_ERBB4,Ereg  - (Erbb2+Erbb4),EGF,Ereg,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
NRG1_ERBB3,Nrg1  - Erbb3,NRG,Nrg1,Erbb3,,,,,KEGG: mmu04012,Secreted Signaling
NRG1_ERBB2_ERBB3,Nrg1  - (Erbb2+Erbb3),NRG,Nrg1,ERBB2_ERBB3,,,,,KEGG: mmu04012,Secreted Signaling
NRG1_ERBB4,Nrg1  - Erbb4,NRG,Nrg1,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
NRG1_ERBB2_ERBB4,Nrg1  - (Erbb2+Erbb4),NRG,Nrg1,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
NRG2_ERBB3,Nrg2  - Erbb3,NRG,Nrg2,Erbb3,,,,,KEGG: mmu04012,Secreted Signaling
NRG2_ERBB2_ERBB3,Nrg2  - (Erbb2+Erbb3),NRG,Nrg2,ERBB2_ERBB3,,,,,KEGG: mmu04012,Secreted Signaling
NRG2_ERBB4,Nrg2  - Erbb4,NRG,Nrg2,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
NRG2_ERBB2_ERBB4,Nrg2  - (Erbb2+Erbb4),NRG,Nrg2,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
NRG3_ERBB4,Nrg3  - Erbb4,NRG,Nrg3,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
NRG3_ERBB2_ERBB4,Nrg3  - (Erbb2+Erbb4),NRG,Nrg3,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
NRG4_ERBB4,Nrg4  - Erbb4,NRG,Nrg4,Erbb4,,,,,KEGG: mmu04012,Secreted Signaling
NRG4_ERBB2_ERBB4,Nrg4  - (Erbb2+Erbb4),NRG,Nrg4,ERBB2_ERBB4,,,,,KEGG: mmu04012,Secreted Signaling
NRG1_ITGAV_ITGB3,Nrg1  - (Itgav+Itgb3),NRG,Nrg1,ITGAV_ITGB3,,,,,PMID: 20682778,Secreted Signaling
FGF1_FGFR1,Fgf1  - Fgfr1,FGF,Fgf1,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF1_FGFR2,Fgf1  - Fgfr2,FGF,Fgf1,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF1_FGFR3,Fgf1  - Fgfr3,FGF,Fgf1,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF1_FGFR4,Fgf1  - Fgfr4,FGF,Fgf1,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF2_FGFR1,Fgf2  - Fgfr1,FGF,Fgf2,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF2_FGFR2,Fgf2  - Fgfr2,FGF,Fgf2,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF2_FGFR3,Fgf2  - Fgfr3,FGF,Fgf2,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF2_FGFR4,Fgf2  - Fgfr4,FGF,Fgf2,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF4_FGFR1,Fgf4  - Fgfr1,FGF,Fgf4,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF4_FGFR2,Fgf4  - Fgfr2,FGF,Fgf4,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF4_FGFR3,Fgf4  - Fgfr3,FGF,Fgf4,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF4_FGFR4,Fgf4  - Fgfr4,FGF,Fgf4,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF5_FGFR1,Fgf5  - Fgfr1,FGF,Fgf5,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF5_FGFR2,Fgf5  - Fgfr2,FGF,Fgf5,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF5_FGFR3,Fgf5  - Fgfr3,FGF,Fgf5,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF5_FGFR4,Fgf5  - Fgfr4,FGF,Fgf5,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF6_FGFR1,Fgf6  - Fgfr1,FGF,Fgf6,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF6_FGFR2,Fgf6  - Fgfr2,FGF,Fgf6,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF6_FGFR3,Fgf6  - Fgfr3,FGF,Fgf6,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF6_FGFR4,Fgf6  - Fgfr4,FGF,Fgf6,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF7_FGFR1,Fgf7  - Fgfr1,FGF,Fgf7,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF7_FGFR2,Fgf7  - Fgfr2,FGF,Fgf7,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF3_FGFR1,Fgf3  - Fgfr1,FGF,Fgf3,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF3_FGFR2,Fgf3  - Fgfr2,FGF,Fgf3,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF10_FGFR1,Fgf10  - Fgfr1,FGF,Fgf10,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF10_FGFR2,Fgf10  - Fgfr2,FGF,Fgf10,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF22_FGFR2,Fgf22  - Fgfr2,FGF,Fgf22,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF8_FGFR1,Fgf8  - Fgfr1,FGF,Fgf8,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF8_FGFR2,Fgf8  - Fgfr2,FGF,Fgf8,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF8_FGFR3,Fgf8  - Fgfr3,FGF,Fgf8,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF8_FGFR4,Fgf8  - Fgfr4,FGF,Fgf8,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF17_FGFR1,Fgf17  - Fgfr1,FGF,Fgf17,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF17_FGFR2,Fgf17  - Fgfr2,FGF,Fgf17,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF17_FGFR3,Fgf17  - Fgfr3,FGF,Fgf17,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF17_FGFR4,Fgf17  - Fgfr4,FGF,Fgf17,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF18_FGFR1,Fgf18  - Fgfr1,FGF,Fgf18,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF18_FGFR2,Fgf18  - Fgfr2,FGF,Fgf18,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF18_FGFR3,Fgf18  - Fgfr3,FGF,Fgf18,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF18_FGFR4,Fgf18  - Fgfr4,FGF,Fgf18,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF9_FGFR1,Fgf9  - Fgfr1,FGF,Fgf9,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF9_FGFR2,Fgf9  - Fgfr2,FGF,Fgf9,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF9_FGFR3,Fgf9  - Fgfr3,FGF,Fgf9,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF9_FGFR4,Fgf9  - Fgfr4,FGF,Fgf9,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF20_FGFR1,Fgf20  - Fgfr1,FGF,Fgf20,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF20_FGFR2,Fgf20  - Fgfr2,FGF,Fgf20,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF20_FGFR3,Fgf20  - Fgfr3,FGF,Fgf20,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF20_FGFR4,Fgf20  - Fgfr4,FGF,Fgf20,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF16_FGFR1,Fgf16  - Fgfr1,FGF,Fgf16,Fgfr1,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF16_FGFR2,Fgf16  - Fgfr2,FGF,Fgf16,Fgfr2,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF16_FGFR3,Fgf16  - Fgfr3,FGF,Fgf16,Fgfr3,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF16_FGFR4,Fgf16  - Fgfr4,FGF,Fgf16,Fgfr4,,,,FGF inhibition receptor,PMC: 4393358,Secreted Signaling
FGF15_FGFR1,Fgf15  - Fgfr1,FGF,Fgf15,Fgfr1,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF15_FGFR2,Fgf15  - Fgfr2,FGF,Fgf15,Fgfr2,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF15_FGFR3,Fgf15  - Fgfr3,FGF,Fgf15,Fgfr3,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF15_FGFR4,Fgf15  - Fgfr4,FGF,Fgf15,Fgfr4,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF21_FGFR1,Fgf21  - Fgfr1,FGF,Fgf21,Fgfr1,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF21_FGFR3,Fgf21  - Fgfr3,FGF,Fgf21,Fgfr3,,,FGF activation receptor 2,,PMC: 4393358,Secreted Signaling
FGF23_FGFR1,Fgf23  - Fgfr1,FGF,Fgf23,Fgfr1,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling
FGF23_FGFR3,Fgf23  - Fgfr3,FGF,Fgf23,Fgfr3,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling
FGF23_FGFR4,Fgf23  - Fgfr4,FGF,Fgf23,Fgfr4,,,FGF activation receptor 3,,PMC: 4393358,Secreted Signaling
PDGFA_PDGFRA,Pdgfa  - Pdgfra,PDGF,Pdgfa,Pdgfra,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
PDGFA_PDGFRB,Pdgfa  - Pdgfrb,PDGF,Pdgfa,Pdgfrb,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
PDGFB_PDGFRA,Pdgfb  - Pdgfra,PDGF,Pdgfb,Pdgfra,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
PDGFB_PDGFRB,Pdgfb  - Pdgfrb,PDGF,Pdgfb,Pdgfrb,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
PDGFC_PDGFRA,Pdgfc  - Pdgfra,PDGF,Pdgfc,Pdgfra,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
PDGFD_PDGFRB,Pdgfd  - Pdgfrb,PDGF,Pdgfd,Pdgfrb,,PDGF antagonist,,,PMID: 15207812,Secreted Signaling
VEGFA_VEGFR1,Vegfa  - Vegfr1,VEGF,Vegfa,Flt1,,,,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFA_VEGFR2,Vegfa  - Vegfr2,VEGF,Vegfa,Kdr,,,VEGF activation receptor,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFB_VEGFR1,Vegfb  - Vegfr1,VEGF,Vegfb,Flt1,,,,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFC_VEGFR3,Vegfc  - Vegfr3,VEGF,Vegfc,Flt4,,,,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFC_VEGFR2,Vegfc  - Vegfr2,VEGF,Vegfc,Kdr,,,VEGF activation receptor,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFD_VEGFR3,Vegfd  - Vegfr3,VEGF,Vegfd,Flt4,,,,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFD_VEGFR2,Vegfd  - Vegfr2,VEGF,Vegfd,Kdr,,,VEGF activation receptor,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
PGF_VEGFR1,Pgf  - Vegfr1,VEGF,Pgf,Flt1,,,,,KEGG: mmu04370; PMID: 16633338,Secreted Signaling
VEGFA_VEGFR1R2,Vegfa  - Vegfr1r2,VEGF,Vegfa,FLT1_KDR,,,VEGF activation receptor,,PMID: 16633338,Secreted Signaling
VEGFC_VEGFR2R3,Vegfc  - Vegfr2r3,VEGF,Vegfc,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633339,Secreted Signaling
VEGFD_VEGFR2R3,Vegfd  - Vegfr2r3,VEGF,Vegfd,FLT4_KDR,,,VEGF activation receptor,,PMID: 16633340,Secreted Signaling
IGF1_IGF1R,Igf1  - Igf1r,IGF,Igf1,Igf1r,,IGF antagonist,,,PMID: 14604834,Secreted Signaling
IGF2_IGF1R,Igf2  - Igf1r,IGF,Igf2,Igf1r,,IGF antagonist,,,PMID: 14604834,Secreted Signaling
IGF2_IGF2R,Igf2  - Igf2r,IGF,Igf2,Igf2r,,IGF antagonist,,,PMID: 14604834,Secreted Signaling
IGF1_ITGAV_ITGB3,Igf1  - (Itgav+Itgb3),IGF,Igf1,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling
IGF1_ITGA6_ITGB4,Igf1  - (Itga6+Itgb4),IGF,Igf1,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling
IGF2_ITGAV_ITGB3,Igf2  - (Itgav+Itgb3),IGF,Igf2,ITGAV_ITGB3,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling
IGF2_ITGA6_ITGB4,Igf2  - (Itga6+Itgb4),IGF,Igf2,ITGA6_ITGB4,,IGF antagonist,,,PMID: 28190785; PMID: 28873464,Secreted Signaling
IGFL3_IGFLR1,Igfl3  - Igflr1,IGF,Igfl3,Igflr1,,IGF antagonist,,,PMID: 21454693,Secreted Signaling
INS1_INSSR,Ins1  - Inssr,INSULIN,Ins1,Insr,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: mmu04910; PMID: 24633815,Secreted Signaling
INS2_INSSR,Ins2  - Inssr,INSULIN,Ins2,Insr,INSULIN agonist,,,INSULIN inhibition receptor,KEGG: mmu04911; PMID: 24633815,Secreted Signaling
APLN_APLNR,Apln  - Aplnr,APELIN,Apln,Aplnr,,,,,KEGG: mmu04371,Secreted Signaling
DHH_PTCH1,Dhh  - Ptch1,HH,Dhh,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
IHH_PTCH1,Ihh  - Ptch1,HH,Ihh,PTCH1_SMO,,,HH activation receptor,HH inhibition receptor,KEGG: mmu04340; PMID: 25701396,Secreted Signaling
